mnemonic,log_curve_type_id,log_curve_main_family_id,log_curve_family_id,unit_quantity_id,unit,comment
LFP_VCARB,Equinor-VCARB,VolumeFraction-Matrix,EQ-Carbonate%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCARBC,Equinor-VCARBC,VolumeFraction-Matrix,EQ-Carbonate%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCARBP,Equinor-VCARBP,VolumeFraction-Matrix,EQ-Carbonate%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCARBWC,Equinor-VCARBWC,VolumeFraction-Matrix,EQ-Carbonate%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCL,Equinor-VCL,VolumeFraction-Matrix,EQ-Clay%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCLDRY,Equinor-VCLDRY,VolumeFraction-Matrix,EQ-Clay%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCLDRYNC,Equinor-VCLDRYNC,VolumeFraction-Matrix,EQ-Clay%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VDOLO,Equinor-VDOLO,VolumeFraction-Matrix,EQ-Dolomite%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VMIN1,Equinor-VMIN1,VolumeFraction-Matrix,EQ-Mineral%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VMIN2,Equinor-VMIN2,VolumeFraction-Matrix,EQ-Mineral%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VMIN3,Equinor-VMIN3,VolumeFraction-Matrix,EQ-Mineral%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VQRTZ,Equinor-VQRTZ,VolumeFraction-Matrix,EQ-Quartz%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VQRTZC,Equinor-VQRTZC,VolumeFraction-Matrix,EQ-Quartz%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VQRTZP,Equinor-VQRTZP,VolumeFraction-Matrix,EQ-Quartz%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VQRTZWC,Equinor-VQRTZWC,VolumeFraction-Matrix,EQ-Quartz%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSH,Equinor-VSH,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSH_SYNT,Equinor-VSH_SYNT,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHCL,Equinor-VSHCL,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDN,Equinor-VSHDN,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDRY,Equinor-VSHDRY,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDRYC,Equinor-VSHDRYC,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDRYP,Equinor-VSHDRYP,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDRYWC,Equinor-VSHDRYWC,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHDS,Equinor-VSHDS,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHGR,Equinor-VSHGR,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHLO,Equinor-VSHLO,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHRT,Equinor-VSHRT,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VSHSP,Equinor-VSHSP,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
NET_FRAC,Equinor-NET_FRAC,VolumeFraction,EQ-Net%20Reservoir%20Fraction,volume%20per%20volume,v/v,null
NPHI,Equinor-NPHI,Porosity,EQ-Neutron%20Porosity,volume%20per%20volume,v/v,null
NPHIC,Equinor-NPHIC,Porosity,EQ-Neutron%20Porosity,volume%20per%20volume,v/v,null
PHID,Equinor-PHID,Porosity,EQ-Density%20Porosity,volume%20per%20volume,v/v,null
PHIE,Equinor-PHIE,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
PHIE_NMR,Equinor-PHIE_NMR,Porosity,EQ-NMR%20Effective%20Porosity,volume%20per%20volume,v/v,null
PHIE_SD,Equinor-PHIE_SD,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
PHIF,Equinor-PHIF,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
PHIT,Equinor-PHIT,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
PHIT_NMR,Equinor-PHIT_NMR,Porosity,EQ-NMR%20Porosity,volume%20per%20volume,v/v,null
PHIT_SD,Equinor-PHIT_SD,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
SWE,Equinor-SWE,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
SWJ,Equinor-SWJ,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
SWT,Equinor-SWT,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
SWT_SD,Equinor-SWT_SD,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
SXOE,Equinor-SXOE,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
SXOT,Equinor-SXOT,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
T2_DIST,Equinor-T2_DIST,NuclearMagneticResonance,EQ-NMR%20T2%20Distribution,volume%20per%20volume,v/v,null
VCALC,Equinor-VCALC,VolumeFraction-Matrix,EQ-Calcite%20Volume%20Fraction,volume%20per%20volume,v/v,null
VCLDRY,Equinor-VCLDRY,VolumeFraction-Matrix,EQ-Clay%20Volume%20Fraction,volume%20per%20volume,v/v,null
VCOAL,Equinor-VCOAL,VolumeFraction-Matrix,EQ-Coal%20Volume%20Fraction,volume%20per%20volume,v/v,null
VDOLO,Equinor-VDOLO,VolumeFraction-Matrix,EQ-Dolomite%20Volume%20Fraction,volume%20per%20volume,v/v,null
VPHYL,Equinor-VPHYL,VolumeFraction-Matrix,EQ-Phyllosilicates%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSH,Equinor-VSH,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSH_DIS,Equinor-VSH_DIS,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSH_LAM,Equinor-VSH_LAM,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSHDN,Equinor-VSHDN,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSHDRY,Equinor-VSHDRY,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
VSHGR,Equinor-VSHGR,VolumeFraction-Matrix,EQ-Shale%20Volume%20Fraction,volume%20per%20volume,v/v,null
