mnemonic,log_curve_type_id,log_curve_main_family_id,log_curve_family_id,unit_quantity_id,unit,comment
LFP_SEIS_SYNT_R30_O_FNDIF,Equinor-SEIS_SYNT_R30_O_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_O_N,Equinor-SEIS_SYNT_R30_O_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_OBDIF_F,Equinor-SEIS_SYNT_R30_OBDIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_OBDIF_N,Equinor-SEIS_SYNT_R30_OBDIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_V_F,Equinor-SEIS_SYNT_R30_V_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_V_FNDIF,Equinor-SEIS_SYNT_R30_V_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R30_V_N,Equinor-SEIS_SYNT_R30_V_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_B_F,Equinor-SEIS_SYNT_R35_B_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_B_FNDIF,Equinor-SEIS_SYNT_R35_B_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_B_N,Equinor-SEIS_SYNT_R35_B_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_G_F,Equinor-SEIS_SYNT_R35_G_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_G_FNDIF,Equinor-SEIS_SYNT_R35_G_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_G_N,Equinor-SEIS_SYNT_R35_G_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_GBDIF_F,Equinor-SEIS_SYNT_R35_GBDIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_GBDIF_N,Equinor-SEIS_SYNT_R35_GBDIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_GODIF_F,Equinor-SEIS_SYNT_R35_GODIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_GODIF_N,Equinor-SEIS_SYNT_R35_GODIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_O_F,Equinor-SEIS_SYNT_R35_O_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_O_FNDIF,Equinor-SEIS_SYNT_R35_O_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_O_N,Equinor-SEIS_SYNT_R35_O_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_OBDIF_F,Equinor-SEIS_SYNT_R35_OBDIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_OBDIF_N,Equinor-SEIS_SYNT_R35_OBDIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_V_F,Equinor-SEIS_SYNT_R35_V_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_V_FNDIF,Equinor-SEIS_SYNT_R35_V_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R35_V_N,Equinor-SEIS_SYNT_R35_V_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_B_F,Equinor-SEIS_SYNT_R60_B_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_B_FNDIF,Equinor-SEIS_SYNT_R60_B_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_B_N,Equinor-SEIS_SYNT_R60_B_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_G_F,Equinor-SEIS_SYNT_R60_G_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_G_FNDIF,Equinor-SEIS_SYNT_R60_G_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_G_N,Equinor-SEIS_SYNT_R60_G_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_GBDIF_F,Equinor-SEIS_SYNT_R60_GBDIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_GBDIF_N,Equinor-SEIS_SYNT_R60_GBDIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_GODIF_F,Equinor-SEIS_SYNT_R60_GODIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_GODIF_N,Equinor-SEIS_SYNT_R60_GODIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_O_F,Equinor-SEIS_SYNT_R60_O_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_O_FNDIF,Equinor-SEIS_SYNT_R60_O_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_O_N,Equinor-SEIS_SYNT_R60_O_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_OBDIF_F,Equinor-SEIS_SYNT_R60_OBDIF_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_OBDIF_N,Equinor-SEIS_SYNT_R60_OBDIF_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_V_F,Equinor-SEIS_SYNT_R60_V_F,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_V_FNDIF,Equinor-SEIS_SYNT_R60_V_FNDIF,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_SEIS_SYNT_R60_V_N,Equinor-SEIS_SYNT_R60_V_N,Geophysics,EQ-Synthetic%20Seismogram,non-dimensional,unitless,null
LFP_DELTA,Equinor-DELTA,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_EPSILON,Equinor-EPSILON,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_GAMMA,Equinor-GAMMA,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_GAMMA_SIMP,Equinor-GAMMA_SIMP,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_GAMMA_SYNT,Equinor-GAMMA_SYNT,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_GAMMANC,Equinor-GAMMANC,Geomechanics,EQ-Thomsen%20Parameter,non-dimensional,unitless,null
LFP_VPVS_B,Equinor-VPVS_B,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_VPVS_CO2,Equinor-VPVS_CO2,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_VPVS_G,Equinor-VPVS_G,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_VPVS_LOG,Equinor-VPVS_LOG,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_VPVS_O,Equinor-VPVS_O,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_VPVS_V,Equinor-VPVS_V,Acoustic,EQ-VpVs%20%28Compressional%20To%20Shear%29%20Ratio,non-dimensional,unitless,null
LFP_KLOGH,Equinor-KLOGH,Permeability,Horizontal%20Permeability,permeability%20rock,mD,null
KLOGH,Equinor-KLOGH,Permeability,Horizontal%20Permeability,permeability%20rock,mD,null
KLOGH_SD,Equinor-KLOGH_SD,Permeability,Horizontal%20Permeability,permeability%20rock,mD,null
KSDR,Equinor-KSDR,Permeability,NMR%20Permeability,permeability%20rock,mD,null
KTIM,Equinor-KTIM,Permeability,NMR%20Permeability,permeability%20rock,mD,null
KLOGH_TIM,Equinor-KTIM,Permeability,NMR%20Permeability,permeability%20rock,mD,Wrong curve name
KLOGH_SDR,Equinor-KSDR,Permeability,NMR%20Permeability,permeability%20rock,mD,Wrong curve name
KLOGV,Equinor-KLOGV,Permeability,Vertical%20Permeability,permeability%20rock,mD,null
LFP_FSA_P1NO,Equinor-FSA_P1NO,Angle,Angle,plane%20angle,dega,null
LFP_FSA_RB,Equinor-FSA_RB,Angle,Angle,plane%20angle,dega,null
LFP_DIP_AZI_APP,Equinor-DIP_AZI_APP,FormationGeometry,EQ-Apparent%20Dip%20Azimuth,plane%20angle,dega,null
LFP_DIP_APP,Equinor-DIP_APP,FormationGeometry,EQ-Apparent%20Dip%20Inclination,plane%20angle,dega,null
LFP_DIP_AZI,Equinor-DIP_AZI,FormationGeometry,EQ-True%20Dip%20Azimuth,plane%20angle,dega,null
LFP_DIP,Equinor-DIP,FormationGeometry,EQ-True%20Dip%20Inclination,plane%20angle,dega,null
LFP_KDRYROCK,Equinor-KDRYROCK,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KFLCO2,Equinor-KFLCO2,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KFLG,Equinor-KFLG,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KFLMF,Equinor-KFLMF,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KFLO,Equinor-KFLO,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KFLW,Equinor-KFLW,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KROCKV,Equinor-KROCKV,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KROCKVNC,Equinor-KROCKVNC,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KRROCKV,Equinor-KRROCKV,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KSKEL,Equinor-KSKEL,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KSKELNC,Equinor-KSKELNC,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KSOLID,Equinor-KSOLID,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KSOLIDNC,Equinor-KSOLIDNC,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_KVROCKV,Equinor-KVROCKV,Geomechanics,EQ-Bulk%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_C44_LOG,Equinor-C44_LOG,Geomechanics,EQ-Elastic%20Modulus,pressure,GPa,null
LFP_C66_SIMP,Equinor-C66_SIMP,Geomechanics,EQ-Elastic%20Modulus,pressure,GPa,null
LFP_PRESS,Equinor-PRESS,Pressure,EQ-Formation%20Pressure,pressure,bar,null
LFP_PRESS_DATA,Equinor-PRESS_DATA,Pressure,EQ-Formation%20Pressure,pressure,bar,null
LFP_GS,Equinor-GS,Geomechanics,EQ-Shear%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_GSKEL,Equinor-GSKEL,Geomechanics,EQ-Shear%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_GSKELNC,Equinor-GSKELNC,Geomechanics,EQ-Shear%20Modulus%20%28Dynamic%29,pressure,GPa,null
LFP_TEMP,Equinor-TEMP,Temperature,EQ-Formation%20Temperature,thermodynamic%20temperature,degC,null
LFP_TEMP_DATA,Equinor-TEMP_DATA,Temperature,EQ-Formation%20Temperature,thermodynamic%20temperature,degC,null
FTEMP,Equinor-FTEMP,Temperature,EQ-Formation%20Temperature,thermodynamic%20temperature,degC,null
CBW_CUTOFF,Equinor-CBW_CUTOFF,NuclearMagneticResonance,EQ-Clay%20Bound%20Water%20Cutoff,time,ms,null
T2CUTOFF,Equinor-T2CUTOFF,NuclearMagneticResonance,EQ-NMR%20T2%20Cutoff,time,ms,null
T2_LM,Equinor-T2_LM,NuclearMagneticResonance,EQ-NMR%20T2%20Logarithmic%20Mean,time,ms,null
LFP_DT,Equinor-DT,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_B,Equinor-DT_B,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_CKS,Equinor-DT_CKS,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_CO2,Equinor-DT_CO2,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_FAUST,Equinor-DT_FAUST,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_G,Equinor-DT_G,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_GC,Equinor-DT_GC,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_LOG,Equinor-DT_LOG,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_O,Equinor-DT_O,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_SYNT,Equinor-DT_SYNT,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_V,Equinor-DT_V,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT_VERT,Equinor-DT_VERT,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DT0,Equinor-DT0,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DTSHNC,Equinor-DTSHNC,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_LCADT,Equinor-LCADT,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_FAST,Equinor-DTS_FAST,Slowness,Fast%20Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS,Equinor-DTS,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_B,Equinor-DTS_B,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_CO2,Equinor-DTS_CO2,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_G,Equinor-DTS_G,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_GC,Equinor-DTS_GC,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_HOR_SIMP,Equinor-DTS_HOR_SIMP,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_KRIEF,Equinor-DTS_KRIEF,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_LOG,Equinor-DTS_LOG,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_O,Equinor-DTS_O,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SH,Equinor-DTS_SH,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SR_MA,Equinor-DTS_SR_MA,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SR_MAOPT,Equinor-DTS_SR_MAOPT,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SR_MR,Equinor-DTS_SR_MR,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SV,Equinor-DTS_SV,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_V,Equinor-DTS_V,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_VERT,Equinor-DTS_VERT,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS0,Equinor-DTS0,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTS_SLOW,Equinor-DTS_SLOW,Slowness,Slow%20Shear%20Slowness,time%20per%20length,us/ft,null
LFP_DTST,Equinor-DTST,Slowness,Stoneley%20Slowness,time%20per%20length,us/ft,null
LFP_DTST_LOG,Equinor-DTST_LOG,Slowness,Stoneley%20Slowness,time%20per%20length,us/ft,null
DT,Equinor-DT,Slowness,Compressional%20Slowness,time%20per%20length,us/ft,null
DTS,Equinor-DTS,Slowness,Shear%20Slowness,time%20per%20length,us/ft,null
DTST,Equinor-DTST,Slowness,Stoneley%20Slowness,time%20per%20length,us/ft,null
LFP_GORMAX,Equinor-GORMAX,FluidProperties,EQ-Gas%20Oil%20Ratio,volume%20per%20volume,m3/m3,null
LFP_GORNC,Equinor-GORNC,FluidProperties,EQ-Gas%20Oil%20Ratio,volume%20per%20volume,m3/m3,null
LFP_SALMF,Equinor-SALMF,FluidProperties,EQ-Fluid%20Salinity,volume%20per%20volume,ppm,null
LFP_SAL,Equinor-SAL,Salinity,EQ-Formation%20Water%20Salinity,volume%20per%20volume,ppm,null
LFP_SAL_ARCHIE,Equinor-SAL_ARCHIE,Salinity,EQ-Formation%20Water%20Salinity,volume%20per%20volume,ppm,null
BFV,Equinor-BFV,VolumeFraction,EQ-NMR%20Bound%20Fluid%20Volume%20Fraction,volume%20per%20volume,v/v,null
BVW,Equinor-BVW,VolumeFraction,EQ-Water%20Volume%20Fraction,volume%20per%20volume,v/v,null
BVWE,Equinor-BVWE,VolumeFraction,EQ-Water%20Volume%20Fraction%20Effective,volume%20per%20volume,v/v,null
BVWT,Equinor-BVWT,VolumeFraction,EQ-Water%20Volume%20Fraction%20Total,volume%20per%20volume,v/v,null
BVXE,Equinor-BVXE,VolumeFraction,EQ-Water%20Volume%20Fraction%20Effective,volume%20per%20volume,v/v,null
BVXT,Equinor-BVXT,VolumeFraction,EQ-Water%20Volume%20Fraction%20Total,volume%20per%20volume,v/v,null
FFV,Equinor-FFV,VolumeFraction,NMR%20Free%20Fluid%20Volume%20Fraction,volume%20per%20volume,v/v,null
GASFRACTION,Equinor-GASFRACTION,Production,EQ-Gas%20Fraction,volume%20per%20volume,v/v,null
LFP_BVWE,Equinor-BVWE,VolumeFraction,EQ-Water%20Volume%20Fraction%20Effective,volume%20per%20volume,v/v,null
LFP_BVWT,Equinor-BVWT,VolumeFraction,EQ-Water%20Volume%20Fraction%20Total,volume%20per%20volume,v/v,null
LFP_LCONPHI,Equinor-LCONPHI,Neutron,EQ-NPHI%20Cutoff%20Flag,volume%20per%20volume,v/v,null
LFP_NPHI,Equinor-NPHI,Porosity,EQ-Neutron%20Porosity,volume%20per%20volume,v/v,null
LFP_NPHI_EDIT,Equinor-NPHIC,Porosity,EQ-Neutron%20Porosity,volume%20per%20volume,v/v,null
LFP_NPHI_LOG,Equinor-NPHI_LOG,Porosity,EQ-Neutron%20Porosity,volume%20per%20volume,v/v,null
LFP_NPHISH,Equinor-NPHISH,Porosity,EQ-Neutron%20Porosity%20Shale,volume%20per%20volume,v/v,null
LFP_PHIE,Equinor-PHIE,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
LFP_PHIEC,Equinor-PHIEC,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
LFP_PHIEP,Equinor-PHIEP,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
LFP_PHIEWC,Equinor-PHIEWC,Porosity,EQ-Effective%20Porosity,volume%20per%20volume,v/v,null
LFP_PHIS,Equinor-PHIS,Porosity,EQ-Sonic%20Porosity,volume%20per%20volume,v/v,null
LFP_PHISH,Equinor-PHISH,Porosity,EQ-Shale%20Porosity,volume%20per%20volume,v/v,null
LFP_PHIT,Equinor-PHIT,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
LFP_PHITC,Equinor-PHITC,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
LFP_PHITP,Equinor-PHITP,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
LFP_PHITWC,Equinor-PHITWC,Porosity,EQ-Total%20Porosity,volume%20per%20volume,v/v,null
LFP_SBW,Equinor-SBW,Saturation,EQ-Bound%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SCO2T_SUBST,Equinor-SCO2T_SUBST,Saturation,EQ-CO2%20Saturation,volume%20per%20volume,v/v,null
LFP_SFW,Equinor-SFW,Saturation,EQ-Free%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SGT,Equinor-SGT,Saturation,EQ-Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SGT_DT,Equinor-SGT_DT,Saturation,EQ-Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SGT_SUBST,Equinor-SGT_SUBST,Saturation,EQ-Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SGTC,Equinor-SGTC,Saturation,EQ-Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SGTP,Equinor-SGTP,Saturation,EQ-Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SMFT_DT,Equinor-SMFT_DT,Saturation,EQ-Flushed%20Zone%20MF%20Saturation,volume%20per%20volume,v/v,null
LFP_SOT,Equinor-SOT,Saturation,EQ-Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SOT_DT,Equinor-SOT_DT,Saturation,EQ-Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SOT_SUBST,Equinor-SOT_SUBST,Saturation,EQ-Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SOTC,Equinor-SOTC,Saturation,EQ-Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SOTP,Equinor-SOTP,Saturation,EQ-Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SW,Equinor-SW,CoreAnalysisSpecial,EQ-Core%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWE,Equinor-SWE,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWEC,Equinor-SWEC,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWECNC,Equinor-SWECNC,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWEP,Equinor-SWEP,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWEPNC,Equinor-SWEPNC,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWT,Equinor-SWT,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWT_DT,Equinor-SWT_DT,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWTC,Equinor-SWTC,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWTCNC,Equinor-SWTCNC,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWTP,Equinor-SWTP,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SWTPNC,Equinor-SWTPNC,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOFW,Equinor-SXOFW,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOGT,Equinor-SXOGT,Saturation,EQ-Flushed%20Zone%20Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOGTC,Equinor-SXOGTC,Saturation,EQ-Flushed%20Zone%20Gas%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFE,Equinor-SXOMFE,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFEC,Equinor-SXOMFEC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFEWC,Equinor-SXOMFEWC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFT,Equinor-SXOMFT,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFTC,Equinor-SXOMFTC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFTWC,Equinor-SXOMFTWC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMFW,Equinor-SXOMFW,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMIXE,Equinor-SXOMIXE,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMIXEC,Equinor-SXOMIXEC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMIXT,Equinor-SXOMIXT,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOMIXTC,Equinor-SXOMIXTC,Saturation,EQ-Flushed%20Zone%20Fluid%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOOT,Equinor-SXOOT,Saturation,EQ-Flushed%20Zone%20Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOOTC,Equinor-SXOOTC,Saturation,EQ-Flushed%20Zone%20Oil%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWE,Equinor-SXOE,Saturation,EQ-Effective%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWEC,Equinor-SXOWEC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWEHC,Equinor-SXOWEHC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWEWC,Equinor-SXOWEWC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWT,Equinor-SXOT,Saturation,EQ-Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWTC,Equinor-SXOWTC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWTHC,Equinor-SXOWTHC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_SXOWTWC,Equinor-SXOWTWC,Saturation,EQ-Flushed%20Zone%20Water%20Saturation,volume%20per%20volume,v/v,null
LFP_VANHY,Equinor-VANHY,VolumeFraction-Matrix,EQ-Anhydrite%20Volume%20Fraction,volume%20per%20volume,v/v,null
LFP_VCALC,Equinor-VCALC,VolumeFraction-Matrix,EQ-Calcite%20Volume%20Fraction,volume%20per%20volume,v/v,null
