source_project,log_id,wellbore_uwi,log_source,log_run,recall_log_source,index_type,index_unit,index_min,index_max,index_increment,depth_coding,elev_meas_ref,logs_meas_from,creator,log_service,log_version,data_type,logging_contractor,log_pass,log_pass_type,native_uid,update_date,curve_folder,payload_hash,chunk_count
NORWAY_WELLDB,9982/1,NO 15/5-7 AT2,STAT_COMP,C,EQUINOR,DEPTH,M,0,4205.478,0.1524,REGULAR,26.0 M,KB,RECALL,HYBRID,1,INTERPRETED,EQUINOR,C,FINAL,9982/1,2026-08-18 10:42:55,NORWAY_WELLDB/9982_1,ded8d8eb2e3978f6b69c6fe71f4855b6b306b98f43971fe2ad3979ab8572052d,1
NORWAY_WELLDB,11738/1,NO 33/9-A-24 AT2,STAT_COMP,C,EQUINOR,DEPTH,M,2869.9968,2903.8296,0.1524,REGULAR,64.4 M,KB,RECALL,HYBRID,1,INTERPRETED,EQUINOR,C,FINAL,11738/1,2026-08-18 10:37:17,NORWAY_WELLDB/11738_1,0cba84ed1a84b4780a13df900d5e728d9517162d2bbb8823692730c021f973aa,1
NORWAY_WELLDB,12638/1,NO 33/9-C-28 A,STAT_COMP,C,EQUINOR,DEPTH,M,2715.4631,2769.4128,0.1524,REGULAR,78.4 M,KB,RECALL,HYBRID,1,INTERPRETED,EQUINOR,C,FINAL,12638/1,2026-08-18 10:43:18,NORWAY_WELLDB/12638_1,1801b4fc776e85a0c5a52a06158af00c178f2972b7ea42ac21f3261927fa9f7f,1
NORWAY_WELLDB,12359/1,NO 33/9-C-28 B,STAT_COMP,C,EQUINOR,DEPTH,M,2715.6155,2741.676,0.1524,REGULAR,78.4 M,KB,RECALL,HYBRID,1,INTERPRETED,EQUINOR,C,FINAL,12359/1,2026-08-18 10:43:18,NORWAY_WELLDB/12359_1,deb352b35218a8965089d0b5901c74b4a4a42e7e2eae6616d7aec42b833d9148,1
NORWAY_WELLDB,22494/1,NO 34/10-B-31 AT2,STAT_COMP,C,EQUINOR,DEPTH,M,3037.1797,3106.8264,0.1524,REGULAR,80.7 M,KB,RECALL,HYBRID,1,INTERPRETED,EQUINOR,C,FINAL,22494/1,2026-08-18 11:34:06,NORWAY_WELLDB/22494_1,7c672e3ce45410928df69b1a7e26ed8374c5f2a37bcd91920f9834a73b0d6366,1
